Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session
0 days 00:44:44.454000,RUS,63,0 days 00:02:00.230000,15.0,2.0,,0 days 00:44:42.701000,0 days 00:00:30.468000,0 days 00:00:33.114000,0 days 00:00:56.648000,0 days 00:43:14.692000,0 days 00:43:47.806000,0 days 00:44:44.454000,235.0,246.0,,265.0,False,MEDIUM,7.0,True,Mercedes,0 days 00:42:44.224000,2025-03-21 08:00:16.544,12,,,,False,False,SQ
0 days 00:50:59.491000,RUS,63,,16.0,3.0,0 days 00:49:15.622000,,,0 days 00:00:30.529000,0 days 00:00:46.496000,,0 days 00:50:13.084000,0 days 00:50:59.564000,260.0,261.0,272.0,136.0,False,SOFT,1.0,True,Mercedes,0 days 00:44:44.454000,2025-03-21 08:02:16.774,21,,,,False,False,SQ
0 days 00:52:30.660000,RUS,63,0 days 00:01:31.169000,17.0,3.0,,,0 days 00:00:24.302000,0 days 00:00:27.425000,0 days 00:00:39.442000,0 days 00:51:23.793000,0 days 00:51:51.218000,0 days 00:52:30.660000,282.0,277.0,272.0,336.0,True,SOFT,2.0,True,Mercedes,0 days 00:50:59.491000,2025-03-21 08:08:31.811,1,,,,False,True,SQ
0 days 00:54:40.639000,RUS,63,0 days 00:02:09.979000,18.0,3.0,,0 days 00:54:38.899000,0 days 00:00:34.461000,0 days 00:00:37.688000,0 days 00:00:57.830000,0 days 00:53:05.121000,0 days 00:53:42.809000,0 days 00:54:40.639000,209.0,240.0,,259.0,False,SOFT,3.0,True,Mercedes,0 days 00:52:30.660000,2025-03-21 08:10:02.980,1,,,,False,False,SQ
0 days 00:17:32.296000,HUL,27,,1.0,1.0,0 days 00:15:32.204000,,,0 days 00:00:35.110000,0 days 00:00:55.436000,,0 days 00:16:36.910000,0 days 00:17:32.296000,255.0,249.0,267.0,292.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 00:15:32.204000,2025-03-21 07:33:04.524,1,,,,False,False,SQ
0 days 00:19:04.971000,HUL,27,0 days 00:01:32.675000,2.0,1.0,,,0 days 00:00:24.606000,0 days 00:00:27.906000,0 days 00:00:40.163000,0 days 00:17:56.902000,0 days 00:18:24.808000,0 days 00:19:04.971000,281.0,276.0,270.0,332.0,True,MEDIUM,2.0,True,Kick Sauber,0 days 00:17:32.296000,2025-03-21 07:35:04.616,1,,,,False,True,SQ
0 days 00:21:07.349000,HUL,27,0 days 00:02:02.378000,3.0,1.0,,0 days 00:21:05.629000,0 days 00:00:28.586000,0 days 00:00:35.411000,0 days 00:00:58.381000,0 days 00:19:33.557000,0 days 00:20:08.968000,0 days 00:21:07.349000,226.0,219.0,,236.0,False,MEDIUM,3.0,True,Kick Sauber,0 days 00:19:04.971000,2025-03-21 07:36:37.291,1,,,,False,False,SQ
0 days 00:24:14.930000,HUL,27,,4.0,2.0,0 days 00:22:16.965000,,,0 days 00:00:38.904000,0 days 00:00:48.262000,,0 days 00:23:26.738000,0 days 00:24:15.071000,169.0,249.0,265.0,282.0,False,MEDIUM,4.0,False,Kick Sauber,0 days 00:21:07.349000,2025-03-21 07:38:39.669,1,,,,False,False,SQ
0 days 00:25:47.785000,HUL,27,0 days 00:01:32.855000,5.0,2.0,,,0 days 00:00:24.582000,0 days 00:00:27.872000,0 days 00:00:40.401000,0 days 00:24:39.512000,0 days 00:25:07.384000,0 days 00:25:47.785000,281.0,275.0,264.0,335.0,False,MEDIUM,5.0,False,Kick Sauber,0 days 00:24:14.930000,2025-03-21 07:41:47.250,1,,,,False,True,SQ
0 days 00:27:44.713000,HUL,27,0 days 00:01:56.928000,6.0,2.0,,0 days 00:27:42.919000,0 days 00:00:31.021000,0 days 00:00:33.984000,0 days 00:00:51.923000,0 days 00:26:18.806000,0 days 00:26:52.790000,0 days 00:27:44.713000,184.0,235.0,,281.0,False,MEDIUM,6.0,False,Kick Sauber,0 days 00:25:47.785000,2025-03-21 07:43:20.105,12,,,,False,False,SQ
0 days 00:16:48.581000,ALB,23,,1.0,1.0,0 days 00:14:37.243000,,,0 days 00:00:36.233000,0 days 00:00:49.273000,,0 days 00:15:59.376000,0 days 00:16:48.680000,270.0,265.0,269.0,300.0,False,MEDIUM,1.0,True,Williams,0 days 00:14:37.243000,2025-03-21 07:32:09.563,1,,,,False,False,SQ
0 days 00:18:21.426000,ALB,23,0 days 00:01:32.845000,2.0,1.0,,,0 days 00:00:24.806000,0 days 00:00:27.871000,0 days 00:00:40.168000,0 days 00:17:13.387000,0 days 00:17:41.258000,0 days 00:18:21.426000,281.0,275.0,266.0,332.0,True,MEDIUM,2.0,True,Williams,0 days 00:16:48.581000,2025-03-21 07:34:20.901,1,,,,False,True,SQ
0 days 00:20:28.653000,ALB,23,0 days 00:02:07.227000,3.0,1.0,,,0 days 00:00:36.808000,0 days 00:00:37.679000,0 days 00:00:52.740000,0 days 00:18:58.234000,0 days 00:19:35.913000,0 days 00:20:28.653000,165.0,242.0,132.0,308.0,False,MEDIUM,3.0,True,Williams,0 days 00:18:21.426000,2025-03-21 07:35:53.746,1,,,,False,True,SQ
0 days 00:22:31.989000,ALB,23,0 days 00:02:03.336000,4.0,1.0,,,0 days 00:00:38.554000,0 days 00:00:34.906000,0 days 00:00:49.876000,0 days 00:21:07.207000,0 days 00:21:42.113000,0 days 00:22:31.989000,257.0,257.0,271.0,309.0,False,MEDIUM,4.0,True,Williams,0 days 00:20:28.653000,2025-03-21 07:38:00.973,1,,,,False,True,SQ
0 days 00:24:04.451000,ALB,23,0 days 00:01:32.462000,5.0,1.0,,,0 days 00:00:24.490000,0 days 00:00:27.932000,0 days 00:00:40.040000,0 days 00:22:56.479000,0 days 00:23:24.411000,0 days 00:24:04.451000,281.0,276.0,271.0,333.0,True,MEDIUM,5.0,True,Williams,0 days 00:22:31.989000,2025-03-21 07:40:04.309,1,,,,False,True,SQ
0 days 00:26:12.004000,ALB,23,0 days 00:02:07.553000,6.0,1.0,,0 days 00:26:10.294000,0 days 00:00:31.785000,0 days 00:00:38.482000,0 days 00:00:57.286000,0 days 00:24:36.236000,0 days 00:25:14.718000,0 days 00:26:12.004000,169.0,235.0,,236.0,False,MEDIUM,6.0,True,Williams,0 days 00:24:04.451000,2025-03-21 07:41:36.771,1,,,,False,False,SQ
0 days 00:38:41.757000,ALB,23,,7.0,2.0,0 days 00:36:44.786000,,,0 days 00:00:34.589000,0 days 00:00:48.608000,,0 days 00:37:53.224000,0 days 00:38:41.855000,248.0,267.0,264.0,318.0,False,MEDIUM,1.0,True,Williams,0 days 00:26:12.004000,2025-03-21 07:43:44.324,12,,,,False,False,SQ
0 days 00:40:39.900000,ALB,23,0 days 00:01:58.143000,8.0,2.0,,,0 days 00:00:27.660000,0 days 00:00:36.793000,0 days 00:00:53.690000,0 days 00:39:09.417000,0 days 00:39:46.210000,0 days 00:40:39.900000,278.0,259.0,270.0,132.0,True,MEDIUM,2.0,True,Williams,0 days 00:38:41.757000,2025-03-21 07:56:14.077,1,,,,False,True,SQ
0 days 00:42:11.439000,ALB,23,0 days 00:01:31.539000,9.0,2.0,,,0 days 00:00:24.321000,0 days 00:00:27.612000,0 days 00:00:39.606000,0 days 00:41:04.221000,0 days 00:41:31.833000,0 days 00:42:11.439000,281.0,277.0,271.0,333.0,True,MEDIUM,3.0,True,Williams,0 days 00:40:39.900000,2025-03-21 07:58:12.220,1,,,,False,True,SQ
0 days 00:44:17.175000,ALB,23,0 days 00:02:05.736000,10.0,2.0,,0 days 00:44:15.498000,0 days 00:00:32.986000,0 days 00:00:35.802000,0 days 00:00:56.948000,0 days 00:42:44.425000,0 days 00:43:20.227000,0 days 00:44:17.175000,203.0,245.0,,248.0,False,MEDIUM,4.0,True,Williams,0 days 00:42:11.439000,2025-03-21 07:59:43.759,12,,,,False,False,SQ
0 days 00:53:53.111000,ALB,23,,11.0,3.0,0 days 00:51:53.358000,,,0 days 00:00:37.658000,0 days 00:00:49.211000,,0 days 00:53:03.980000,0 days 00:53:53.113000,262.0,265.0,258.0,325.0,False,SOFT,1.0,True,Williams,0 days 00:44:17.175000,2025-03-21 08:01:49.495,21,,,,False,False,SQ
0 days 00:55:45.314000,ALB,23,0 days 00:01:52.203000,12.0,3.0,,,0 days 00:00:28.463000,0 days 00:00:35.900000,0 days 00:00:47.840000,0 days 00:54:21.574000,0 days 00:54:57.474000,0 days 00:55:45.314000,262.0,261.0,272.0,295.0,True,SOFT,2.0,True,Williams,0 days 00:53:53.111000,2025-03-21 08:11:25.431,1,,,,False,True,SQ
0 days 00:57:17.166000,ALB,23,0 days 00:01:31.852000,13.0,3.0,,,0 days 00:00:24.415000,0 days 00:00:27.702000,0 days 00:00:39.735000,0 days 00:56:09.729000,0 days 00:56:37.431000,0 days 00:57:17.166000,280.0,276.0,270.0,335.0,True,SOFT,3.0,True,Williams,0 days 00:55:45.314000,2025-03-21 08:13:17.634,1,,,,False,True,SQ
0 days 00:59:23.413000,ALB,23,0 days 00:02:06.247000,14.0,3.0,,0 days 00:59:20.405000,0 days 00:00:30.970000,0 days 00:00:38.407000,0 days 00:00:56.870000,0 days 00:57:48.136000,0 days 00:58:26.543000,0 days 00:59:23.413000,172.0,233.0,,290.0,False,SOFT,4.0,True,Williams,0 days 00:57:17.166000,2025-03-21 08:14:49.486,1,,,,False,False,SQ
0 days 00:17:25.576000,ALO,14,,1.0,1.0,0 days 00:15:23.737000,,,0 days 00:00:39.676000,0 days 00:00:50.938000,,0 days 00:16:34.801000,0 days 00:17:25.656000,259.0,96.0,269.0,314.0,False,MEDIUM,1.0,True,Aston Martin,0 days 00:15:23.737000,2025-03-21 07:32:56.057,1,,,,False,False,SQ
0 days 00:18:57.697000,ALO,14,0 days 00:01:32.121000,2.0,1.0,,,0 days 00:00:24.449000,0 days 00:00:27.760000,0 days 00:00:39.912000,0 days 00:17:50.025000,0 days 00:18:17.785000,0 days 00:18:57.697000,282.0,276.0,270.0,333.0,True,MEDIUM,2.0,True,Aston Martin,0 days 00:17:25.576000,2025-03-21 07:34:57.896,1,,,,False,True,SQ
0 days 00:21:07.068000,ALO,14,0 days 00:02:09.371000,3.0,1.0,,,0 days 00:00:37.094000,0 days 00:00:39.197000,0 days 00:00:53.080000,0 days 00:19:34.791000,0 days 00:20:13.988000,0 days 00:21:07.068000,252.0,242.0,175.0,251.0,False,MEDIUM,3.0,True,Aston Martin,0 days 00:18:57.697000,2025-03-21 07:36:30.017,1,,,,False,True,SQ
0 days 00:23:22.791000,ALO,14,0 days 00:02:15.723000,4.0,1.0,,,0 days 00:00:44.710000,0 days 00:00:36.833000,0 days 00:00:54.180000,0 days 00:21:51.778000,0 days 00:22:28.611000,0 days 00:23:22.791000,261.0,252.0,270.0,167.0,False,MEDIUM,4.0,True,Aston Martin,0 days 00:21:07.068000,2025-03-21 07:38:39.388,1,,,,False,True,SQ
0 days 00:25:17.714000,ALO,14,0 days 00:01:54.923000,5.0,1.0,,0 days 00:25:15.951000,0 days 00:00:24.480000,0 days 00:00:28.706000,0 days 00:01:01.737000,0 days 00:23:47.271000,0 days 00:24:15.977000,0 days 00:25:17.714000,280.0,153.0,,249.0,False,MEDIUM,5.0,True,Aston Martin,0 days 00:23:22.791000,2025-03-21 07:40:55.111,1,,,,False,False,SQ
0 days 00:40:15.359000,ALO,14,,6.0,2.0,0 days 00:38:04.536000,,,0 days 00:00:36.021000,0 days 00:00:56.380000,,0 days 00:39:19.145000,0 days 00:40:15.402000,251.0,255.0,268.0,283.0,False,MEDIUM,1.0,True,Aston Martin,0 days 00:25:17.714000,2025-03-21 07:42:50.034,12,,,,False,False,SQ
0 days 00:41:47.174000,ALO,14,0 days 00:01:31.815000,7.0,2.0,,,0 days 00:00:24.392000,0 days 00:00:27.612000,0 days 00:00:39.811000,0 days 00:40:39.751000,0 days 00:41:07.363000,0 days 00:41:47.174000,280.0,277.0,266.0,333.0,True,MEDIUM,2.0,True,Aston Martin,0 days 00:40:15.359000,2025-03-21 07:57:47.679,1,,,,False,True,SQ
0 days 00:43:57.097000,ALO,14,0 days 00:02:09.923000,8.0,2.0,,0 days 00:43:54.129000,0 days 00:00:32.282000,0 days 00:00:36.966000,0 days 00:01:00.675000,0 days 00:42:19.456000,0 days 00:42:56.422000,0 days 00:43:57.097000,213.0,220.0,,228.0,False,MEDIUM,3.0,True,Aston Martin,0 days 00:41:47.174000,2025-03-21 07:59:19.494,12,,,,False,False,SQ
0 days 00:14:24.844000,ANT,12,,1.0,1.0,0 days 00:12:32.077000,,,0 days 00:00:34.867000,0 days 00:00:47.043000,,0 days 00:13:37.976000,0 days 00:14:24.929000,248.0,249.0,236.0,307.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:12:32.077000,2025-03-21 07:30:04.397,1,,,,False,False,SQ
0 days 00:16:15.482000,ANT,12,0 days 00:01:50.638000,2.0,1.0,,,0 days 00:00:28.782000,0 days 00:00:32.618000,0 days 00:00:49.238000,0 days 00:14:53.626000,0 days 00:15:26.244000,0 days 00:16:15.482000,269.0,262.0,268.0,271.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:14:24.844000,2025-03-21 07:31:57.164,1,,,,False,True,SQ
0 days 00:17:48.145000,ANT,12,0 days 00:01:32.663000,3.0,1.0,,,0 days 00:00:24.836000,0 days 00:00:27.905000,0 days 00:00:39.922000,0 days 00:16:40.318000,0 days 00:17:08.223000,0 days 00:17:48.145000,281.0,275.0,267.0,334.0,True,MEDIUM,3.0,True,Mercedes,0 days 00:16:15.482000,2025-03-21 07:33:47.802,1,,,,False,True,SQ
0 days 00:19:55.678000,ANT,12,0 days 00:02:07.533000,4.0,1.0,,0 days 00:19:53.680000,0 days 00:00:30.120000,0 days 00:00:37.751000,0 days 00:00:59.662000,0 days 00:18:18.265000,0 days 00:18:56.016000,0 days 00:19:55.678000,225.0,198.0,,268.0,False,MEDIUM,4.0,True,Mercedes,0 days 00:17:48.145000,2025-03-21 07:35:20.465,1,,,,False,False,SQ
0 days 00:22:44.502000,ANT,12,,5.0,2.0,0 days 00:20:41.410000,,0 days 00:01:16.106000,0 days 00:00:36.599000,0 days 00:00:56.048000,0 days 00:21:11.860000,0 days 00:21:48.454000,0 days 00:22:44.765000,238.0,242.0,266.0,304.0,False,MEDIUM,5.0,False,Mercedes,0 days 00:19:55.678000,2025-03-21 07:37:27.998,1,,,,False,False,SQ
0 days 00:24:16.501000,ANT,12,0 days 00:01:31.999000,6.0,2.0,,,0 days 00:00:24.477000,0 days 00:00:27.850000,0 days 00:00:39.672000,0 days 00:23:08.979000,0 days 00:23:36.829000,0 days 00:24:16.501000,281.0,274.0,272.0,336.0,True,MEDIUM,6.0,False,Mercedes,0 days 00:22:44.502000,2025-03-21 07:40:16.822,1,,,,False,True,SQ
0 days 00:26:28.063000,ANT,12,0 days 00:02:11.562000,7.0,2.0,,0 days 00:26:26.013000,0 days 00:00:33.251000,0 days 00:00:37.800000,0 days 00:01:00.511000,0 days 00:24:49.752000,0 days 00:25:27.552000,0 days 00:26:28.063000,197.0,186.0,,232.0,False,MEDIUM,7.0,False,Mercedes,0 days 00:24:16.501000,2025-03-21 07:41:48.821,1,,,,False,False,SQ
0 days 00:33:25.977000,ANT,12,,8.0,3.0,0 days 00:31:31.613000,,,0 days 00:00:34.334000,0 days 00:00:49.357000,,0 days 00:32:36.789000,0 days 00:33:25.977000,255.0,251.0,226.0,312.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:26:28.063000,2025-03-21 07:44:00.383,12,,,,False,False,SQ
0 days 00:35:14.221000,ANT,12,0 days 00:01:48.244000,9.0,3.0,,,0 days 00:00:29.433000,0 days 00:00:33.359000,0 days 00:00:45.452000,0 days 00:33:55.410000,0 days 00:34:28.769000,0 days 00:35:14.221000,260.0,260.0,268.0,290.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:33:25.977000,2025-03-21 07:50:58.297,1,,,,False,True,SQ
0 days 00:36:46.320000,ANT,12,0 days 00:01:32.099000,10.0,3.0,,,0 days 00:00:24.664000,0 days 00:00:27.804000,0 days 00:00:39.631000,0 days 00:35:38.885000,0 days 00:36:06.689000,0 days 00:36:46.320000,281.0,275.0,266.0,336.0,True,MEDIUM,3.0,True,Mercedes,0 days 00:35:14.221000,2025-03-21 07:52:46.541,1,,,,False,True,SQ
0 days 00:38:51.678000,ANT,12,0 days 00:02:05.358000,11.0,3.0,,,0 days 00:00:31.845000,0 days 00:00:40.400000,0 days 00:00:53.113000,0 days 00:37:18.165000,0 days 00:37:58.565000,0 days 00:38:51.678000,210.0,196.0,110.0,279.0,False,MEDIUM,4.0,True,Mercedes,0 days 00:36:46.320000,2025-03-21 07:54:18.640,1,,,,False,True,SQ
0 days 00:41:02.722000,ANT,12,0 days 00:02:11.044000,12.0,3.0,,,0 days 00:00:43.375000,0 days 00:00:38.269000,0 days 00:00:49.400000,0 days 00:39:35.053000,0 days 00:40:13.322000,0 days 00:41:02.722000,226.0,224.0,267.0,279.0,False,MEDIUM,5.0,True,Mercedes,0 days 00:38:51.678000,2025-03-21 07:56:23.998,1,,,,False,True,SQ
0 days 00:42:34.197000,ANT,12,0 days 00:01:31.475000,13.0,3.0,,,0 days 00:00:24.488000,0 days 00:00:27.522000,0 days 00:00:39.465000,0 days 00:41:27.210000,0 days 00:41:54.732000,0 days 00:42:34.197000,282.0,277.0,270.0,335.0,True,MEDIUM,6.0,True,Mercedes,0 days 00:41:02.722000,2025-03-21 07:58:35.042,1,,,,False,True,SQ
0 days 00:44:40.462000,ANT,12,0 days 00:02:06.265000,14.0,3.0,,0 days 00:44:38.561000,0 days 00:00:29.839000,0 days 00:00:38.319000,0 days 00:00:58.107000,0 days 00:43:04.036000,0 days 00:43:42.355000,0 days 00:44:40.462000,199.0,207.0,,269.0,False,MEDIUM,7.0,True,Mercedes,0 days 00:42:34.197000,2025-03-21 08:00:06.517,12,,,,False,False,SQ
0 days 00:50:52.456000,ANT,12,,15.0,4.0,0 days 00:49:04.013000,,,0 days 00:00:32.340000,0 days 00:00:44.493000,,0 days 00:50:07.963000,0 days 00:50:52.470000,257.0,255.0,269.0,314.0,False,SOFT,1.0,True,Mercedes,0 days 00:44:40.462000,2025-03-21 08:02:12.782,21,,,,False,False,SQ
0 days 00:52:24.194000,ANT,12,0 days 00:01:31.738000,16.0,4.0,,,0 days 00:00:24.582000,0 days 00:00:27.652000,0 days 00:00:39.504000,0 days 00:51:17.038000,0 days 00:51:44.690000,0 days 00:52:24.194000,281.0,278.0,271.0,336.0,True,SOFT,2.0,True,Mercedes,0 days 00:50:52.456000,2025-03-21 08:08:24.776,1,,,,False,True,SQ
0 days 00:54:37.938000,ANT,12,0 days 00:02:13.744000,17.0,4.0,,0 days 00:54:36.067000,0 days 00:00:35.044000,0 days 00:00:38.855000,0 days 00:00:59.845000,0 days 00:52:59.238000,0 days 00:53:38.093000,0 days 00:54:37.938000,158.0,237.0,,258.0,False,SOFT,3.0,True,Mercedes,0 days 00:52:24.194000,2025-03-21 08:09:56.514,1,,,,False,False,SQ
0 days 00:14:52.992000,TSU,22,,1.0,1.0,0 days 00:12:55.368000,,,0 days 00:00:37.745000,0 days 00:00:49.239000,,0 days 00:14:03.845000,0 days 00:14:52.992000,251.0,251.0,268.0,301.0,False,MEDIUM,1.0,True,Racing Bulls,0 days 00:12:55.368000,2025-03-21 07:30:27.688,1,,,,False,False,SQ
0 days 00:16:26.224000,TSU,22,0 days 00:01:33.232000,2.0,1.0,,,0 days 00:00:24.861000,0 days 00:00:28.025000,0 days 00:00:40.346000,0 days 00:15:17.853000,0 days 00:15:45.878000,0 days 00:16:26.224000,279.0,274.0,269.0,333.0,True,MEDIUM,2.0,True,Racing Bulls,0 days 00:14:52.992000,2025-03-21 07:32:25.312,1,,,,False,True,SQ
0 days 00:18:44.907000,TSU,22,0 days 00:02:18.683000,3.0,1.0,,0 days 00:18:42.566000,0 days 00:00:39.850000,0 days 00:00:39.579000,0 days 00:00:59.254000,0 days 00:17:06.074000,0 days 00:17:45.653000,0 days 00:18:44.907000,213.0,228.0,,306.0,False,MEDIUM,3.0,True,Racing Bulls,0 days 00:16:26.224000,2025-03-21 07:33:58.544,1,,,,False,False,SQ
0 days 00:23:11.610000,TSU,22,,4.0,2.0,0 days 00:21:07.935000,,,0 days 00:00:37.503000,0 days 00:00:53.473000,,0 days 00:22:18.137000,0 days 00:23:11.847000,245.0,203.0,270.0,281.0,False,MEDIUM,4.0,False,Racing Bulls,0 days 00:18:44.907000,2025-03-21 07:36:17.227,1,,,,False,False,SQ
0 days 00:24:43.926000,TSU,22,0 days 00:01:32.316000,5.0,2.0,,,0 days 00:00:24.554000,0 days 00:00:27.838000,0 days 00:00:39.924000,0 days 00:23:36.164000,0 days 00:24:04.002000,0 days 00:24:43.926000,281.0,276.0,270.0,334.0,True,MEDIUM,5.0,False,Racing Bulls,0 days 00:23:11.610000,2025-03-21 07:40:43.930,1,,,,False,True,SQ
0 days 00:26:45.987000,TSU,22,0 days 00:02:02.061000,6.0,2.0,,0 days 00:26:44.272000,0 days 00:00:30.957000,0 days 00:00:34.665000,0 days 00:00:56.439000,0 days 00:25:14.883000,0 days 00:25:49.548000,0 days 00:26:45.987000,214.0,222.0,,253.0,False,MEDIUM,6.0,False,Racing Bulls,0 days 00:24:43.926000,2025-03-21 07:42:16.246,1,,,,False,False,SQ
0 days 00:39:47.573000,TSU,22,,7.0,3.0,0 days 00:37:47.895000,,,0 days 00:00:34.971000,0 days 00:00:52.935000,,0 days 00:38:54.652000,0 days 00:39:47.612000,251.0,244.0,270.0,203.0,False,MEDIUM,1.0,True,Racing Bulls,0 days 00:26:45.987000,2025-03-21 07:44:18.307,12,,,,False,False,SQ
0 days 00:41:19.367000,TSU,22,0 days 00:01:31.794000,8.0,3.0,,,0 days 00:00:24.425000,0 days 00:00:27.512000,0 days 00:00:39.857000,0 days 00:40:11.998000,0 days 00:40:39.510000,0 days 00:41:19.367000,281.0,275.0,267.0,339.0,True,MEDIUM,2.0,True,Racing Bulls,0 days 00:39:47.573000,2025-03-21 07:57:19.893,1,,,,False,True,SQ
0 days 00:43:27.101000,TSU,22,0 days 00:02:07.734000,9.0,3.0,,0 days 00:43:25.306000,0 days 00:00:30.561000,0 days 00:00:35.449000,0 days 00:01:01.724000,0 days 00:41:49.928000,0 days 00:42:25.377000,0 days 00:43:27.101000,215.0,182.0,,209.0,False,MEDIUM,3.0,True,Racing Bulls,0 days 00:41:19.367000,2025-03-21 07:58:51.687,1,,,,False,False,SQ
0 days 00:56:04.551000,TSU,22,,10.0,4.0,0 days 00:54:05.035000,,,0 days 00:00:38.351000,0 days 00:00:50.855000,,0 days 00:55:13.737000,0 days 00:56:04.752000,228.0,164.0,272.0,224.0,False,SOFT,1.0,True,Racing Bulls,0 days 00:43:27.101000,2025-03-21 08:00:59.421,12,,,,False,False,SQ
0 days 00:57:36.324000,TSU,22,0 days 00:01:31.773000,11.0,4.0,,,0 days 00:00:24.350000,0 days 00:00:27.627000,0 days 00:00:39.796000,0 days 00:56:28.901000,0 days 00:56:56.528000,0 days 00:57:36.324000,280.0,275.0,268.0,334.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:56:04.551000,2025-03-21 08:13:36.871,1,,,,False,True,SQ
0 days 00:59:46.620000,TSU,22,0 days 00:02:10.296000,12.0,4.0,,0 days 00:59:42.278000,0 days 00:00:32.866000,0 days 00:00:36.134000,0 days 00:01:01.296000,0 days 00:58:09.190000,0 days 00:58:45.324000,0 days 00:59:46.620000,190.0,231.0,,247.0,False,SOFT,3.0,True,Racing Bulls,0 days 00:57:36.324000,2025-03-21 08:15:08.644,1,,,,False,False,SQ
0 days 00:15:41.711000,BEA,87,,1.0,1.0,0 days 00:13:47.651000,,,0 days 00:00:32.771000,0 days 00:00:47.339000,,0 days 00:14:54.478000,0 days 00:15:41.813000,253.0,249.0,266.0,305.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:13:47.651000,2025-03-21 07:31:19.971,1,,,,False,False,SQ
0 days 00:17:15.009000,BEA,87,0 days 00:01:33.298000,2.0,1.0,,,0 days 00:00:24.831000,0 days 00:00:28.129000,0 days 00:00:40.338000,0 days 00:16:06.542000,0 days 00:16:34.671000,0 days 00:17:15.009000,281.0,273.0,266.0,331.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:15:41.711000,2025-03-21 07:33:14.031,1,,,,False,True,SQ
0 days 00:19:22.880000,BEA,87,0 days 00:02:07.871000,3.0,1.0,,0 days 00:19:21.175000,0 days 00:00:34.399000,0 days 00:00:38.072000,0 days 00:00:55.400000,0 days 00:17:49.408000,0 days 00:18:27.480000,0 days 00:19:22.880000,201.0,245.0,,279.0,False,MEDIUM,3.0,True,Haas F1 Team,0 days 00:17:15.009000,2025-03-21 07:34:47.329,1,,,,False,False,SQ
0 days 00:23:47.047000,BEA,87,,4.0,2.0,0 days 00:21:43.736000,,,0 days 00:00:36.642000,0 days 00:00:49.718000,,0 days 00:22:57.402000,0 days 00:23:47.205000,244.0,245.0,267.0,300.0,False,MEDIUM,4.0,False,Haas F1 Team,0 days 00:19:22.880000,2025-03-21 07:36:55.200,1,,,,False,False,SQ
0 days 00:25:19.316000,BEA,87,0 days 00:01:32.269000,5.0,2.0,,,0 days 00:00:24.768000,0 days 00:00:27.645000,0 days 00:00:39.856000,0 days 00:24:11.815000,0 days 00:24:39.460000,0 days 00:25:19.316000,280.0,275.0,266.0,330.0,True,MEDIUM,5.0,False,Haas F1 Team,0 days 00:23:47.047000,2025-03-21 07:41:19.367,1,,,,False,True,SQ
0 days 00:27:27.791000,BEA,87,0 days 00:02:08.475000,6.0,2.0,,0 days 00:27:26.089000,0 days 00:00:32.468000,0 days 00:00:36.435000,0 days 00:00:59.572000,0 days 00:25:51.784000,0 days 00:26:28.219000,0 days 00:27:27.791000,212.0,214.0,,191.0,False,MEDIUM,6.0,False,Haas F1 Team,0 days 00:25:19.316000,2025-03-21 07:42:51.636,12,,,,False,False,SQ
0 days 00:40:20.630000,BEA,87,,7.0,3.0,0 days 00:38:12.106000,,,0 days 00:00:34.907000,0 days 00:00:54.298000,,0 days 00:39:26.332000,0 days 00:40:20.777000,250.0,247.0,264.0,152.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:27:27.791000,2025-03-21 07:45:00.111,21,,,,False,False,SQ
0 days 00:41:52.608000,BEA,87,0 days 00:01:31.978000,8.0,3.0,,,0 days 00:00:24.538000,0 days 00:00:27.522000,0 days 00:00:39.918000,0 days 00:40:45.168000,0 days 00:41:12.690000,0 days 00:41:52.608000,282.0,274.0,263.0,329.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:40:20.630000,2025-03-21 07:57:52.950,1,,,,False,True,SQ
0 days 00:43:59.684000,BEA,87,0 days 00:02:07.076000,9.0,3.0,,0 days 00:43:57.832000,0 days 00:00:32.311000,0 days 00:00:35.817000,0 days 00:00:58.948000,0 days 00:42:24.919000,0 days 00:43:00.736000,0 days 00:43:59.684000,191.0,228.0,,248.0,False,MEDIUM,3.0,True,Haas F1 Team,0 days 00:41:52.608000,2025-03-21 07:59:24.928,12,,,,False,False,SQ
